,Exchange Rate,Oil price,Gold price,VN Index,S&P500
2013-08-22,21145.0,105.03,1371.2,496.12,1656.96
2013-08-23,21160.0,106.42,1395.7,486.82,1663.5
2013-08-24,21166.666,106.253334,1394.7999,488.06,1661.26
2013-08-25,21173.334,106.08666,1393.9,489.30002,1659.02
2013-08-26,21180.0,105.92,1393.0,490.54,1656.78
2013-08-27,21170.0,109.01,1420.6,485.57,1630.48
2013-08-28,21160.0,110.1,1419.0,473.3,1634.96
2013-08-29,21155.0,108.8,1412.9,468.55,1638.17
2013-08-30,21155.0,107.65,1396.1,472.7,1632.97
2013-08-31,20997.5,100.375,1525.45,460.735,1546.995
2013-09-01,20840.0,93.1,1654.8,448.77,1461.02
2013-09-02,20861.666,93.46667,1631.9333,469.34332,1496.8833
2013-09-03,20883.334,93.83333,1609.0667,489.91666,1532.7467
2013-09-04,20905.0,94.2,1586.2,510.49,1568.61
2013-09-05,20945.0,96.39,1468.8,486.22,1626.67
2013-09-06,21094.0,99.96,1357.3501,485.86,1639.495
2013-09-07,21243.0,103.53,1245.9,485.5,1652.32
2013-09-08,21100.0,105.97,1312.9,500.62,1691.42
2013-09-09,21140.0,109.52,1386.8,470.16,1671.71
2013-09-10,21115.0,101.61,1306.9,500.67,1656.4
2013-09-11,21117.5,99.475,1271.1001,505.95,1732.385
2013-09-12,21120.0,97.34,1235.3,511.23,1808.37
2013-09-13,21115.0,108.21,1308.4,476.42,1687.99
2013-09-14,21118.334,107.67,1311.5667,476.1367,1691.1934
2013-09-15,21121.666,107.13,1314.7334,475.85333,1694.3966
2013-09-16,21125.0,106.59,1317.9,475.57,1697.6
2013-09-17,21117.5,105.42,1309.5,477.73,1704.76
2013-09-18,21145.0,108.07,1307.8,474.26,1725.52
2013-09-19,21135.0,106.39,1369.4,476.09,1722.34
2013-09-20,21110.0,104.68,1332.5,477.19,1709.91
2013-09-21,21110.0,104.316666,1330.6333,477.82333,1707.22
2013-09-22,21110.0,103.95333,1328.7667,478.45667,1704.53
2013-09-23,21110.0,103.59,1326.9,479.09,1701.84
2013-09-24,21120.0,103.13,1316.0,482.82,1697.42
2013-09-25,21120.0,102.66,1335.9,486.22,1692.77
2013-09-26,21115.0,103.03,1323.6,485.11,1698.67
2013-09-27,21113.5,102.87,1338.4,486.61,1691.75
2013-09-28,21113.166,102.69,1334.4333,488.61667,1688.35
2013-09-29,21112.834,102.51,1330.4667,490.62332,1684.9501
2013-09-30,21112.5,102.33,1326.5,492.63,1681.55
2013-10-01,20840.0,93.82,1677.3,460.12,1472.12
2013-10-02,20845.0,94.09333,1637.6334,472.24667,1510.6566
2013-10-03,20850.0,94.36667,1597.9667,484.37332,1549.1934
2013-10-04,20855.0,94.64,1558.3,496.5,1587.73
2013-10-05,20940.0,96.04,1436.8,486.1,1633.7
2013-10-06,21018.0,95.77,1386.2,524.56,1642.81
2013-10-07,21243.0,106.52,1247.4,484.43,1652.62
2013-10-08,21179.0,106.955,1305.75,479.47998,1668.3049
2013-10-09,21115.0,107.39,1364.1,474.53,1683.99
2013-10-10,21100.0,103.01,1296.6,494.81,1692.56
2013-10-11,21110.0,100.76,1279.5,503.20502,1747.5901
2013-10-12,21120.0,98.51,1262.4,511.6,1802.62
2013-10-13,21112.5,100.46001,1269.4,502.61,1756.38
2013-10-14,21105.0,102.41,1276.4,493.62,1710.14
2013-10-15,21105.0,101.21,1273.0,495.72,1698.06
2013-10-16,21120.0,102.29,1282.0,498.96,1721.54
2013-10-17,21115.0,100.67,1322.7,499.59,1733.15
2013-10-18,21115.0,100.81,1314.4,500.83,1744.5
2013-10-19,21112.5,100.28,1314.8334,501.07666,1744.5533
2013-10-20,21110.0,99.75,1315.2666,501.32333,1744.6067
2013-10-21,21107.5,99.22,1315.7,501.57,1744.66
2013-10-22,21105.0,97.8,1342.5,500.57,1754.67
2013-10-23,21100.0,96.86,1333.9,504.05,1746.38
2013-10-24,21100.0,97.11,1350.2,501.17,1752.07
2013-10-25,21097.5,97.85,1352.4,500.75,1759.77
2013-10-26,21098.334,98.12666,1352.2667,499.32,1760.55
2013-10-27,21099.166,98.403336,1352.1333,497.88998,1761.33
2013-10-28,21100.0,98.68,1352.0,496.46,1762.11
2013-10-29,21100.0,98.2,1345.2,497.08,1771.95
2013-10-30,21100.0,96.77,1349.0,499.07,1763.31
2013-10-31,21100.0,96.38,1323.6,497.41,1756.54
2013-11-01,20850.0,93.56,1660.0,462.69,1472.05
2013-11-02,20845.0,97.03,1648.2,469.595,1517.01
2013-11-03,20935.0,92.06,1577.8,476.5,1556.22
2013-11-04,20855.0,93.51,1564.3,504.07,1593.37
2013-11-05,20941.5,94.445,1470.65,513.01,1609.75
2013-11-06,21028.0,95.38,1377.0,521.95,1626.13
2013-11-07,21233.0,104.91,1280.1,484.47,1675.02
2013-11-08,21172.75,106.235,1322.0,480.435,1682.075
2013-11-09,21112.5,107.56,1363.9,476.4,1689.13
2013-11-10,21100.0,102.02,1268.0,494.53,1703.2
2013-11-11,21097.5,95.14,1281.0,501.08,1771.89
2013-11-12,21115.0,97.44,1258.5,505.31,1782.22
2013-11-13,21097.5,93.88,1268.3,496.12,1782.0
2013-11-14,21107.5,93.76,1286.2,497.85,1790.62
2013-11-15,21100.0,93.84,1287.3,501.34,1798.18
2013-11-16,21101.666,93.57,1282.2667,503.05334,1795.9634
2013-11-17,21103.334,93.299995,1277.2333,504.76666,1793.7467
2013-11-18,21105.0,93.03,1272.2,506.48,1791.53
2013-11-19,21105.0,93.34,1273.4,504.71,1787.87
2013-11-20,21097.5,93.33,1257.9,505.52,1781.37
2013-11-21,21100.0,95.44,1243.5,503.54,1795.85
2013-11-22,21100.0,94.84,1244.0,505.64,1804.76
2013-11-23,21100.0,94.59,1243.0333,505.91333,1804.0
2013-11-24,21100.0,94.34,1242.0667,506.18668,1803.24
2013-11-25,21100.0,94.09,1241.1,506.46,1802.48
2013-11-26,21100.0,93.68,1241.4,509.16,1802.75
2013-11-27,21117.0,92.3,1237.8,508.43,1807.23
2013-11-28,21110.0,92.28,1243.8,507.71,1806.52
2013-11-29,21120.0,92.72,1250.6,507.78,1805.81
2013-11-30,21028.334,94.316666,1383.2999,499.66998,1710.3501
2013-12-01,20936.666,95.91334,1516.0,491.56,1614.89
2013-12-02,20845.0,97.51,1648.7,483.45,1519.43
2013-12-03,20945.0,92.54,1591.5,475.34,1552.48
2013-12-04,20855.0,91.29,1501.0,494.27,1588.85
2013-12-05,20936.5,93.585,1446.4,506.255,1600.685
2013-12-06,21018.0,95.88,1391.8,518.24,1612.52
2013-12-07,21223.0,105.95,1277.8,493.99,1680.19
2013-12-08,21105.0,106.11,1334.7,499.46,1689.47
2013-12-09,21115.0,108.6,1330.4,475.59,1683.42
2013-12-10,21106.25,100.82,1300.75,486.62,1725.5549
2013-12-11,21097.5,93.04,1271.1,497.65,1767.69
2013-12-12,21105.0,97.5,1226.0,506.92,1775.5
2013-12-13,21108.5,96.6,1235.7,506.06,1775.32
2013-12-14,21108.166,96.89333,1238.9667,504.72,1779.0599
2013-12-15,21107.834,97.18667,1242.2333,503.38,1782.8
2013-12-16,21107.5,97.48,1245.5,502.04,1786.54
2013-12-17,21120.0,97.22,1231.2,505.67,1781.0
2013-12-18,21105.0,97.8,1236.1,505.25,1810.65
2013-12-19,21103.5,98.77,1195.0,506.28,1809.6
2013-12-20,21115.0,99.32,1205.1,504.45,1818.32
2013-12-21,21112.5,99.183334,1202.8667,505.86002,1821.5433
2013-12-22,21110.0,99.04667,1200.6333,507.27,1824.7666
2013-12-23,21107.5,98.91,1198.4,508.68,1827.99
2013-12-24,21101.0,99.22,1205.1,505.62,1833.32
2013-12-25,21095.0,99.385,1209.6,504.42,1837.6699
2013-12-26,21095.0,99.55,1214.1,506.55,1842.02
2013-12-27,21095.0,100.32,1216.1,506.41,1841.4
2013-12-28,21096.666,99.97667,1211.7666,504.39,1841.29
2013-12-29,21098.334,99.63333,1207.4333,502.37,1841.1799
2013-12-30,21100.0,99.29,1203.1,500.35,1841.07
2013-12-31,21095.0,98.42,1201.9,504.63,1848.36
2014-01-01,21095.0,98.7,1205.4,524.435,1857.65
2014-01-02,21095.834,99.04666,1230.1333,544.24,1866.94
2014-01-03,21096.666,99.39333,1254.8667,564.045,1876.23
2014-01-04,21097.5,99.74,1279.6,583.85,1885.52
2014-01-05,21082.5,99.42,1283.1,581.92334,1883.68
2014-01-06,21206.25,102.38,1381.6499,579.99664,1928.5
2014-01-07,21330.0,105.34,1480.2,578.07,1973.32
2014-01-08,21214.0,97.88,1451.1,593.9,1925.15
2014-01-09,21195.0,95.83,1287.4,601.585,1935.655
2014-01-10,21230.0,90.73,1370.2,609.27,1946.16
2014-01-11,21313.75,79.865005,1351.35,588.64,1999.8
2014-01-12,21397.5,69.0,1332.5,568.01,2053.44
2014-01-13,21090.0,91.8,1250.9,521.11,1819.2
2014-01-14,21091.0,92.59,1245.2,522.31,1838.88
2014-01-15,21090.0,94.17,1238.1,526.68,1848.38
2014-01-16,21100.0,93.96,1240.0,533.54,1845.89
2014-01-17,21090.0,94.37,1251.7,543.59,1838.7
2014-01-18,21090.0,94.223335,1252.8333,546.95,1839.975
2014-01-19,21090.0,94.07667,1253.9667,550.31,1841.25
2014-01-20,21090.0,93.93,1255.1,553.67,1842.525
2014-01-21,21095.0,94.99,1242.3,559.91,1843.8
2014-01-22,21090.0,96.73,1239.0,551.92,1844.86
2014-01-23,21085.0,97.32,1262.6,553.55,1828.46
2014-01-24,21085.0,96.64,1264.5,560.19,1790.29
2014-01-25,21076.666,96.333336,1264.2,558.9667,1787.38
2014-01-26,21068.334,96.026665,1263.9,557.74335,1784.4701
2014-01-27,21060.0,95.72,1263.6,556.52,1781.56
2014-01-28,21060.0,97.41,1251.0,546.11804,1792.5
2014-01-29,21060.0,97.36,1262.2,535.716,1774.2
2014-01-30,21060.0,98.23,1242.2,525.314,1794.19
2014-01-31,21060.0,97.49,1240.1,514.912,1782.59
2014-02-01,21110.0,95.44,1225.0,504.51,1831.98
2014-02-02,21105.0,96.833336,1246.8334,530.23,1851.62
2014-02-03,21100.0,98.22667,1268.6666,555.95,1871.26
2014-02-04,21095.0,99.62,1290.5,581.67,1890.9
2014-02-05,21082.5,99.76,1302.6,569.235,1881.14
2014-02-06,21175.0,102.47,1243.7,556.8,1924.97
2014-02-07,21320.0,104.48,1484.8,578.8,1974.62
2014-02-08,21257.5,98.68,1451.9,590.0867,1988.45
2014-02-09,21195.0,92.88,1419.0,601.3733,2002.28
2014-02-10,21260.0,91.01,1368.1,612.66,1946.17
2014-02-11,21322.5,78.945,1341.3999,591.045,2006.3601
2014-02-12,21385.0,66.88,1314.7,569.43,2066.55
2014-02-13,21107.5,100.35,1300.4,570.18,1829.83
2014-02-14,21100.0,100.3,1319.0,572.22,1838.63
2014-02-15,21101.666,100.39333,1322.1666,571.54663,1839.1625
2014-02-16,21103.334,100.48667,1325.3334,570.87335,1839.6951
2014-02-17,21105.0,100.58,1328.5,570.2,1840.2275
2014-02-18,21100.0,102.43,1324.7,574.56,1840.76
2014-02-19,21100.0,103.31,1320.6,578.12,1828.75
2014-02-20,21100.0,102.92,1317.1,571.04,1839.78
2014-02-21,21105.0,102.2,1323.9,570.57,1836.25
2014-02-22,21105.0,102.40666,1328.7001,572.57336,1840.0366
2014-02-23,21105.0,102.613335,1333.5,574.57666,1843.8234
2014-02-24,21105.0,102.82,1338.3,576.58,1847.61
2014-02-25,21105.0,101.83,1343.0,586.2,1845.12
2014-02-26,21100.0,102.59,1328.2,589.81,1845.16
2014-02-27,21100.0,102.4,1331.6,584.79,1854.29
2014-02-28,21100.0,102.59,1321.4,586.48,1859.45
2014-03-01,21095.0,93.96,1238.4,505.37,1831.37
2014-03-02,21060.0,96.43,1260.4,539.375,1741.89
2014-03-03,21102.5,104.92,1350.1,573.38,1845.73
2014-03-04,21092.5,100.29,1284.4,589.44,1888.77
2014-03-05,21153.75,101.475006,1264.3501,574.1,1906.505
2014-03-06,21215.0,102.66,1244.3,558.76,1924.24
2014-03-07,21300.0,104.06,1475.6,585.02,1985.44
2014-03-08,21257.5,99.8,1450.55,612.885,1993.08
2014-03-09,21215.0,95.54,1425.5,640.75,2000.72
2014-03-10,21247.5,89.74,1346.9,611.55,1967.9
2014-03-11,21295.0,78.78,1294.4,603.15,2017.81
2014-03-12,21365.0,67.38,1325.8,574.88,2074.33
2014-03-13,21100.0,98.2,1372.2,595.22,1846.34
2014-03-14,21100.0,98.89,1379.0,596.83,1841.13
2014-03-15,21097.5,98.62,1376.9667,598.00665,1847.03
2014-03-16,21095.0,98.35,1374.9333,599.18335,1852.9299
2014-03-17,21092.5,98.08,1372.9,600.36,1858.83
2014-03-18,21097.5,99.7,1359.0,599.85,1872.25
2014-03-19,21097.5,100.37,1341.4,605.59,1860.77
2014-03-20,21097.5,99.43,1330.5,600.26,1872.01
2014-03-21,21097.5,99.46,1336.0,601.75,1866.52
2014-03-22,21097.5,99.50667,1327.7333,603.68335,1863.4933
2014-03-23,21097.5,99.55333,1319.4667,605.61664,1860.4667
2014-03-24,21097.5,99.6,1311.2,607.55,1857.44
2014-03-25,21095.0,99.19,1311.4,601.85,1865.62
2014-03-26,21097.5,100.26,1303.4,588.06,1852.56
2014-03-27,21102.5,101.28,1294.7,590.14,1849.04
2014-03-28,21107.5,101.67,1293.8,594.29,1857.62
2014-03-29,21104.166,101.64,1290.3334,593.3833,1862.5266
2014-03-30,21100.834,101.61,1286.8667,592.4767,1867.4333
2014-03-31,21097.5,101.58,1283.4,591.57,1872.34
2014-04-01,21078.75,99.385,1267.55,584.37,1813.77
2014-04-02,21060.0,97.19,1251.7,577.17,1755.2
2014-04-03,21100.0,103.33,1337.8,569.97,1873.91
2014-04-04,21092.5,101.14,1303.2,593.04,1865.09
2014-04-05,21146.25,101.89,1273.6,573.25,1896.485
2014-04-06,21200.0,102.64,1244.0,553.46,1927.88
2014-04-07,21290.0,103.76,1321.3,589.35,1933.435
2014-04-08,21230.0,98.29,1441.9,599.04,1938.99
2014-04-09,21192.5,94.45,1422.3,640.22,1997.65
2014-04-10,21241.25,85.82,1356.3,619.305,2004.875
2014-04-11,21290.0,77.19,1290.3,598.39,2012.1
2014-04-12,21340.0,66.81,1324.2,578.38,2071.92
2014-04-13,21218.75,85.43,1325.7,587.245,1951.2649
2014-04-14,21097.5,104.05,1327.2,596.11,1830.61
2014-04-15,21096.5,103.75,1300.0,586.09,1842.98
2014-04-16,21097.5,103.76,1303.1,574.29,1862.31
2014-04-17,21097.5,104.3,1293.4,580.31,1864.85
2014-04-18,21097.5,104.317505,1292.05,565.33,1866.61
2014-04-19,21097.5,104.33501,1290.7,562.93335,1868.37
2014-04-20,21097.5,104.3525,1289.35,560.5367,1870.13
2014-04-21,21097.5,104.37,1288.0,558.14,1871.89
2014-04-22,21097.5,102.13,1280.6,569.87,1879.55
2014-04-23,21112.5,101.44,1284.2,569.36,1875.39
2014-04-24,21107.5,101.94,1290.5,570.46,1878.61
2014-04-25,21100.0,100.6,1300.7,578.92,1863.4
2014-04-26,21097.5,100.68,1300.1,576.98,1865.41
2014-04-27,21095.0,100.759995,1299.5,575.04,1867.42
2014-04-28,21092.5,100.84,1298.9,573.1,1869.43
2014-04-29,21082.5,101.28,1296.0,578.0,1878.33
2014-04-30,21082.5,99.74,1295.6,577.235,1883.95
2014-05-01,21096.25,98.56,1276.45,576.47,1817.7949
2014-05-02,21110.0,97.38,1257.3,575.705,1751.64
2014-05-03,21100.0,101.45,1340.2,574.94,1873.81
2014-05-04,21096.25,100.465,1324.6,569.895,1879.2351
2014-05-05,21092.5,99.48,1309.0,564.85,1884.66
2014-05-06,21205.0,102.48,1253.0,551.1,1940.46
2014-05-07,21217.5,99.93,1346.0,579.415,1930.335
2014-05-08,21230.0,97.38,1439.0,607.73,1920.21
2014-05-09,21195.0,93.29,1423.2,638.65,2007.71
2014-05-10,21237.0,85.985,1345.6499,617.83,2015.6399
2014-05-11,21279.0,78.68,1268.1,597.01,2023.57
2014-05-12,21335.0,65.84,1310.8,578.76,2075.37
2014-05-13,21097.5,101.7,1294.6,513.91,1897.45
2014-05-14,21107.5,102.37,1305.7,529.53,1888.53
2014-05-15,21122.5,101.5,1293.5,524.05,1870.85
2014-05-16,21165.0,102.02,1293.3,529.49,1877.86
2014-05-17,21154.166,102.21667,1293.4333,530.67334,1880.2666
2014-05-18,21143.334,102.41333,1293.5667,531.8566,1882.6733
2014-05-19,21132.5,102.61,1293.7,533.04,1885.08
2014-05-20,21155.0,102.44,1294.5,537.52,1872.83
2014-05-21,21155.0,104.07,1288.0,543.88,1888.03
2014-05-22,21135.0,103.74,1294.9,541.73,1892.49
2014-05-23,21147.5,104.35,1291.6,541.49,1900.53
2014-05-24,21146.666,104.32667,1291.6499,542.3467,1903.375
2014-05-25,21145.834,104.30333,1291.7,543.2033,1906.22
2014-05-26,21145.0,104.28,1292.5,544.06,1909.0651
2014-05-27,21145.0,104.11,1265.4,552.75,1911.91
2014-05-28,21165.0,102.72,1259.3,557.34,1909.78
2014-05-29,21165.0,103.58,1256.3,558.45,1920.03
2014-05-30,21157.5,102.71,1245.6,562.02,1923.57
2014-05-31,21128.75,98.07,1241.7,535.56,1875.1699
2014-06-01,21100.0,93.43,1237.8,509.1,1826.77
2014-06-02,21105.0,97.84,1257.6,554.68,1773.43
2014-06-03,21100.0,101.56,1351.7,578.56,1877.03
2014-06-04,21106.25,100.53,1330.0,566.83496,1872.375
2014-06-05,21112.5,99.5,1308.3,555.11,1867.72
2014-06-06,21185.0,102.66,1252.1,559.04,1949.44
2014-06-07,21200.0,99.79,1357.3999,582.87,1934.84
2014-06-08,21215.0,96.92,1462.7,606.7,1920.24
2014-06-09,21250.0,93.63,1411.7,610.56,1942.53
2014-06-10,21285.0,90.34,1360.7,614.42,1964.82
2014-06-11,21285.0,77.91,1264.4,597.85,2031.21
2014-06-12,21253.75,92.41,1269.05,586.165,1983.685
2014-06-13,21222.5,106.91,1273.7,574.48,1936.16
2014-06-14,21220.0,106.90667,1274.1,573.7767,1936.7001
2014-06-15,21217.5,106.903336,1274.5,573.0733,1937.24
2014-06-16,21215.0,106.9,1274.9,572.37,1937.78
2014-06-17,21220.0,106.36,1271.7,572.25,1941.99
2014-06-18,21212.5,105.97,1272.4,570.03,1956.98
2014-06-19,21316.0,106.43,1313.7,567.35,1959.48
2014-06-20,21310.0,107.26,1316.2,560.78,1962.87
2014-06-21,21318.334,106.89667,1316.7999,562.49335,1962.7833
2014-06-22,21326.666,106.53333,1317.4,564.20667,1962.6967
2014-06-23,21335.0,106.17,1318.0,565.92,1962.61
2014-06-24,21332.5,106.03,1320.9,569.74,1949.98
2014-06-25,21330.0,106.5,1322.2,572.27,1959.53
2014-06-26,21330.0,105.84,1316.1,576.4,1957.22
2014-06-27,21330.0,105.74,1319.0,578.82,1960.96
2014-06-28,21330.0,105.61667,1371.0333,578.59,1960.7167
2014-06-29,21330.0,105.49333,1423.0667,578.36,1960.4733
2014-06-30,21330.0,105.37,1475.1,578.13,1960.23
