,Exchange Rate,Oil price,Gold price,VN Index,S&P500
2017-03-19,22789.5,48.406666,1232.7333,713.56,2375.0632
2017-03-20,22792.5,48.22,1234.0,715.07,2373.47
2017-03-21,22782.5,47.34,1246.5,716.18,2344.02
2017-03-22,22774.0,48.04,1249.7,712.94,2348.45
2017-03-23,22795.0,47.7,1247.2,719.56,2345.96
2017-03-24,22787.5,47.97,1248.5,722.14,2343.98
2017-03-25,22783.0,47.89,1250.9,722.60004,2343.1833
2017-03-26,22778.5,47.81,1253.2999,723.06,2342.3867
2017-03-27,22774.0,47.73,1255.7,723.52,2341.59
2017-03-28,22775.0,48.37,1255.6,719.26,2358.57
2017-03-29,22774.0,49.51,1253.7,720.47,2361.13
2017-03-30,22770.0,50.35,1246.5,723.86,2368.06
2017-03-31,22755.0,50.6,1249.5,722.31,2362.72
2017-04-01,22727.5,53.26,1165.3,674.7,2270.75
2017-04-02,22716.666,52.516666,1195.7667,691.18,2300.5532
2017-04-03,22705.834,51.77333,1226.2333,707.66003,2330.3567
2017-04-04,22695.0,51.03,1256.7,724.14,2360.16
2017-04-05,22750.0,45.52,1228.6,722.02,2389.52
2017-04-06,22743.25,46.325,1228.075,748.78,2418.6233
2017-04-07,22736.5,47.13,1227.55,775.54,2447.7268
2017-04-08,22735.0,49.58,1260.2,788.68,2476.83
2017-04-09,22730.0,47.41,1338.08,797.17,2507.2852
2017-04-10,22725.0,49.98,1275.2,805.66,2537.74
2017-04-11,22719.75,53.725,1275.35,887.83997,2588.5898
2017-04-12,22714.5,57.47,1275.5,970.02,2639.44
2017-04-13,22680.0,53.18,1286.8,724.35,2328.95
2017-04-14,22787.5,53.0475,1289.65,718.45,2333.9648
2017-04-15,22766.666,52.915,1289.8334,715.91003,2338.98
2017-04-16,22745.834,52.7825,1290.0166,713.37,2343.995
2017-04-17,22725.0,52.65,1290.2,710.83,2349.01
2017-04-18,22715.0,52.41,1292.4,714.93,2342.19
2017-04-19,22739.0,50.44,1281.7,716.77,2338.17
2017-04-20,22730.0,50.27,1282.1,712.66,2355.84
2017-04-21,22722.5,49.62,1287.4,712.41,2348.69
2017-04-22,22721.666,49.489998,1283.5667,711.4033,2357.1765
2017-04-23,22720.834,49.36,1279.7334,710.39667,2365.6633
2017-04-24,22720.0,49.23,1275.9,709.39,2374.15
2017-04-25,22765.0,49.56,1265.4,707.58,2388.61
2017-04-26,22741.5,49.62,1262.1,710.04,2387.45
2017-04-27,22732.0,48.97,1265.9,716.53,2388.77
2017-04-28,22743.5,49.33,1268.3,717.73,2384.2
2017-04-29,22722.334,50.806667,1239.3,703.75665,2345.8
2017-04-30,22701.166,52.283333,1210.3,689.7833,2307.4
2017-05-01,22680.0,53.76,1181.3,675.81,2269.0
2017-05-02,22683.334,52.89,1203.1667,691.61334,2296.9834
2017-05-03,22686.666,52.02,1225.0333,707.4166,2324.9666
2017-05-04,22690.0,51.15,1246.9,723.22,2352.95
2017-05-05,22732.5,46.22,1226.9,720.0,2399.29
2017-05-06,22715.0,47.4,1280.7,743.49,2436.1
2017-05-07,22740.0,45.13,1221.7,778.32,2432.54
2017-05-08,22734.25,46.895,1281.1499,785.315,2445.195
2017-05-09,22728.5,48.66,1340.6,792.31,2457.85
2017-05-10,22725.0,50.79,1271.4,805.23,2552.07
2017-05-11,22720.0,54.205,1267.2,879.265,2590.82
2017-05-12,22715.0,57.62,1263.0,953.3,2629.57
2017-05-13,22703.666,54.696667,1252.0,877.31665,2553.82
2017-05-14,22692.334,51.77333,1241.0,801.3333,2478.07
2017-05-15,22681.0,48.85,1230.0,725.35,2402.32
2017-05-16,22650.0,48.66,1236.4,725.03,2400.67
2017-05-17,22675.0,49.07,1258.7,727.2,2357.03
2017-05-18,22700.0,49.35,1252.8,726.99,2365.72
2017-05-19,22650.0,50.33,1253.6,733.82,2381.73
2017-05-20,22670.834,50.463333,1256.2,737.24664,2385.8267
2017-05-21,22691.666,50.59667,1258.8,740.67334,2389.9233
2017-05-22,22712.5,50.73,1261.4,744.1,2394.02
2017-05-23,22700.0,51.47,1255.5,740.93,2398.42
2017-05-24,22662.5,51.36,1253.1,742.74,2404.39
2017-05-25,22675.0,48.9,1256.4,741.91,2415.07
2017-05-26,22725.0,49.8,1268.1,743.41,2415.82
2017-05-27,22730.334,49.87,1268.1599,744.3566,2415.0925
2017-05-28,22735.666,49.94,1268.22,745.30334,2414.365
2017-05-29,22741.0,49.97,1266.69,746.25,2413.6375
2017-05-30,22725.0,49.66,1263.8,738.21,2412.91
2017-05-31,22715.0,48.32,1273.6,737.82,2411.8
2017-06-01,22562.5,53.99,1173.4,679.8,2276.98
2017-06-02,22590.0,53.01,1230.9,700.04,2292.56
2017-06-03,22805.0,53.2,1225.5,716.29,2375.31
2017-06-04,22690.0,51.7,1251.7,727.9633,2357.49
2017-06-05,22707.5,49.945,1273.45,739.63666,2393.4102
2017-06-06,22725.0,48.19,1295.2,751.31,2429.33
2017-06-07,22735.0,45.52,1223.3,782.65,2409.75
2017-06-08,22730.0,47.34,1279.25,788.1,2437.645
2017-06-09,22725.0,49.16,1335.2,793.55,2465.54
2017-06-10,22725.0,49.29,1273.1,807.8,2549.33
2017-06-11,22715.0,57.35,1281.6,849.09,2591.13
2017-06-12,22715.0,55.96,1264.3,947.64,2629.27
2017-06-13,22692.5,46.46,1266.9,756.89,2440.35
2017-06-14,22705.0,44.73,1274.2,760.77,2437.92
2017-06-15,22690.0,44.46,1253.0,760.57,2432.46
2017-06-16,22690.0,44.74,1255.1,761.24,2433.15
2017-06-17,22698.334,44.56,1251.8334,763.10333,2439.92
2017-06-18,22706.666,44.38,1248.5667,764.9667,2446.69
2017-06-19,22715.0,44.2,1245.3,766.83,2453.46
2017-06-20,22725.0,43.23,1242.1,767.99,2437.03
2017-06-21,22700.0,42.53,1244.2,767.41,2435.61
2017-06-22,22710.0,42.74,1247.9,766.3,2434.5
2017-06-23,22725.0,43.01,1254.8,769.01,2438.3
2017-06-24,22725.0,43.13333,1251.5,770.18,2438.5566
2017-06-25,22725.0,43.256668,1248.2001,771.35004,2438.8135
2017-06-26,22725.0,43.38,1244.9,772.52,2439.07
2017-06-27,22725.0,44.24,1245.3,767.51,2419.38
2017-06-28,22740.0,44.74,1247.5,769.04,2440.69
2017-06-29,22732.5,44.93,1245.8,771.75,2419.7
2017-06-30,22725.0,46.04,1242.3,776.47,2423.41
2017-07-01,22667.5,49.105,1238.6001,739.18994,2358.245
2017-07-02,22610.0,52.17,1234.9,701.91,2293.08
2017-07-03,22805.0,53.14,1216.1,716.54,2368.39
2017-07-04,22680.0,52.24,1255.6,727.95,2355.54
2017-07-05,22702.5,48.980003,1273.25,740.705,2394.3398
2017-07-06,22725.0,45.72,1290.9,753.46,2433.14
2017-07-07,22725.0,44.23,1209.7,775.73,2425.18
2017-07-08,22735.0,49.39,1260.2,792.98,2480.91
2017-07-09,22725.0,49.09,1346.5,796.72,2465.1
2017-07-10,22719.25,53.145,1311.15,823.525,2527.87
2017-07-11,22713.5,57.2,1275.8,850.33,2590.64
2017-07-12,22713.5,56.69,1251.4,938.65,2636.98
2017-07-13,22725.0,46.08,1217.3,778.3,2447.83
2017-07-14,22725.0,46.54,1227.5,777.6,2459.27
2017-07-15,22726.666,46.36667,1229.5667,774.7033,2459.2266
2017-07-16,22728.334,46.193333,1231.6333,771.80664,2459.1833
2017-07-17,22730.0,46.02,1233.7,768.91,2459.14
2017-07-18,22730.0,46.4,1241.9,767.49,2460.61
2017-07-19,22735.0,47.12,1242.0,771.3,2473.83
2017-07-20,22735.0,46.79,1245.5,768.41,2473.45
2017-07-21,22725.0,45.77,1254.9,761.86,2472.54
2017-07-22,22726.666,45.96,1254.7001,761.1533,2471.6633
2017-07-23,22728.334,46.15,1254.5,760.44666,2470.7866
2017-07-24,22730.0,46.34,1254.3,759.74,2469.91
2017-07-25,22732.5,47.89,1252.1,767.27,2477.13
2017-07-26,22727.5,48.75,1249.4,773.88,2477.83
2017-07-27,22725.0,49.04,1260.0,771.5,2475.42
2017-07-28,22728.5,49.71,1270.2,777.09,2472.1
2017-07-29,22727.834,49.86333,1269.7666,779.24335,2471.5
2017-07-30,22727.166,50.016666,1269.3334,781.39667,2470.9001
2017-07-31,22726.5,50.17,1268.9,783.55,2470.3
2017-08-01,22690.75,51.254997,1253.55,742.795,2382.4849
2017-08-02,22655.0,52.34,1238.2,702.04,2294.67
2017-08-03,22800.0,50.28,1209.4,716.6,2362.98
2017-08-04,22765.0,48.355,1218.25,717.73,2381.18
2017-08-05,22730.0,46.43,1227.1,718.86,2399.38
2017-08-06,22690.0,45.64,1277.5,750.13,2433.79
2017-08-07,22712.5,47.405,1267.7,770.85,2454.355
2017-08-08,22735.0,49.17,1257.9,791.57,2474.92
2017-08-09,22726.0,47.48,1347.3,801.2,2461.43
2017-08-10,22718.0,52.145,1315.5,830.45,2527.9048
2017-08-11,22710.0,56.81,1283.7,859.7,2594.38
2017-08-12,22710.5,57.36,1246.5,940.16,2651.5
2017-08-13,22719.0,52.475,1265.9,858.165,2558.67
2017-08-14,22727.5,47.59,1285.3,776.17,2465.84
2017-08-15,22727.5,47.55,1274.7,771.06,2464.61
2017-08-16,22727.5,46.78,1277.9,773.57,2468.11
2017-08-17,22728.5,47.09,1287.3,767.59,2430.01
2017-08-18,22728.5,48.51,1286.5,768.97,2425.55
2017-08-19,22728.166,48.129997,1288.1666,768.91,2426.49
2017-08-20,22727.834,47.75,1289.8334,768.85,2427.4302
2017-08-21,22727.5,47.37,1291.5,768.79,2428.37
2017-08-22,22728.5,47.64,1285.6,761.26,2452.51
2017-08-23,22735.0,48.41,1289.0,765.98,2444.04
2017-08-24,22738.5,47.43,1286.5,769.77,2438.97
2017-08-25,22732.5,47.87,1292.6,771.63,2443.05
2017-08-26,22733.334,47.436665,1298.3334,773.50665,2443.4468
2017-08-27,22734.166,47.003334,1304.0667,775.38336,2443.8433
2017-08-28,22735.0,46.57,1309.8,777.26,2444.24
2017-08-29,22737.5,46.44,1313.1,774.03,2446.3
2017-08-30,22732.5,45.96,1310.4,778.65,2457.59
2017-08-31,22727.5,47.23,1318.5,782.76,2471.65
2017-09-01,22582.5,51.96,1184.9,682.57,2268.9
2017-09-02,22670.0,53.0,1235.7,700.65,2307.87
2017-09-03,22802.5,49.28,1203.2,715.8,2364.87
2017-09-04,22767.5,47.58,1209.6499,718.95496,2380.895
2017-09-05,22732.5,45.88,1216.1,722.11,2396.92
2017-09-06,22687.5,45.83,1269.5,749.72,2431.77
2017-09-07,22708.5,47.695,1272.05,761.68994,2452.895
2017-09-08,22729.5,49.56,1274.6,773.66,2474.02
2017-09-09,22727.5,49.57,1278.8999,791.31,2509.375
2017-09-10,22725.5,49.58,1283.2,808.96,2544.73
2017-09-11,22712.5,57.17,1287.5,860.4,2584.62
2017-09-12,22718.75,53.235,1305.85,831.59,2541.495
2017-09-13,22725.0,49.3,1324.2,802.78,2498.37
2017-09-14,22725.0,49.89,1325.4,806.32,2495.62
2017-09-15,22725.0,49.89,1321.3,805.82,2500.23
2017-09-16,22725.0,49.896667,1316.5,806.50336,2501.4434
2017-09-17,22725.0,49.90333,1311.7001,807.18665,2502.6567
2017-09-18,22725.0,49.91,1306.9,807.87,2503.87
2017-09-19,22725.0,49.48,1306.7,805.93,2506.65
2017-09-20,22727.5,50.41,1312.5,805.86,2508.24
2017-09-21,22725.0,50.55,1290.6,803.93,2500.6
2017-09-22,22725.0,50.66,1293.3,807.13,2502.22
2017-09-23,22728.334,51.18,1297.9,806.61334,2500.3667
2017-09-24,22731.666,51.7,1302.5,806.0967,2498.5132
2017-09-25,22735.0,52.22,1307.1,805.58,2496.66
2017-09-26,22730.0,51.88,1297.7,805.35,2496.84
2017-09-27,22730.0,52.14,1284.1,803.77,2507.04
2017-09-28,22725.0,51.56,1286.5,804.82,2510.06
2017-09-29,22730.0,51.67,1282.7,804.42,2519.36
2017-09-30,22650.5,51.245,1234.1,742.745,2394.13
2017-10-01,22571.0,50.82,1185.5,681.07,2268.9
2017-10-02,22645.0,53.86,1234.9,703.78,2316.1
2017-10-03,22800.0,48.49,1201.4,712.21,2372.6
2017-10-04,22685.0,53.08,1252.3,729.87,2357.16
2017-10-05,22740.0,47.33,1218.9,724.31,2399.63
2017-10-06,22732.5,45.865,1216.05,745.435,2413.5298
2017-10-07,22725.0,44.4,1213.2,766.56,2427.43
2017-10-08,22735.0,48.59,1285.1,773.43,2438.21
2017-10-09,22732.5,49.754997,1288.6,792.04004,2494.4248
2017-10-10,22730.0,50.92,1292.1,810.65,2550.64
2017-10-11,22713.5,56.74,1274.2,868.21,2582.3
2017-10-12,22716.75,54.095,1288.55,844.58,2567.7349
2017-10-13,22720.0,51.45,1302.9,820.95,2553.17
2017-10-14,22719.166,51.59,1302.3334,820.44336,2554.66
2017-10-15,22718.334,51.73,1301.7666,819.93665,2556.15
2017-10-16,22717.5,51.87,1301.2,819.43,2557.64
2017-10-17,22718.5,51.88,1284.4,828.29,2559.36
2017-10-18,22719.5,52.04,1281.2,827.72,2561.26
2017-10-19,22722.5,51.29,1288.1,828.93,2562.1
2017-10-20,22718.5,51.47,1278.6,826.84,2575.21
2017-10-21,22720.166,51.613335,1278.6666,824.57336,2571.8
2017-10-22,22721.834,51.756668,1278.7334,822.30664,2568.39
2017-10-23,22723.5,51.9,1278.8,820.04,2564.98
2017-10-24,22719.5,52.47,1275.8,825.24,2569.13
2017-10-25,22725.0,52.18,1276.3,830.69,2557.15
2017-10-26,22725.0,52.64,1266.8,830.11,2560.4
2017-10-27,22710.0,53.9,1268.2,840.37,2581.07
2017-10-28,22710.0,53.983334,1271.3666,841.98,2578.3235
2017-10-29,22710.0,54.06667,1274.5333,843.59,2575.5767
2017-10-30,22710.0,54.15,1277.7,845.2,2572.83
2017-10-31,22710.0,54.38,1270.5,837.28,2575.26
2017-11-01,22572.0,52.25,1196.6,687.16,2275.32
2017-11-02,22599.666,52.633335,1221.9,701.8833,2301.4734
2017-11-03,22627.334,53.016666,1247.2,716.6067,2327.6267
2017-11-04,22655.0,53.4,1272.5,731.33,2353.78
2017-11-05,22724.5,47.83,1224.2,724.99,2394.44
2017-11-06,22724.75,46.435,1219.45,747.175,2409.9849
2017-11-07,22725.0,45.04,1214.7,769.36,2425.53
2017-11-08,22727.5,48.82,1289.0,772.08,2441.32
2017-11-09,22720.0,48.07,1331.8,797.47,2488.11
2017-11-10,22719.0,51.3,1287.3,813.95,2555.24
2017-11-11,22714.5,54.645,1266.2,865.7,2607.615
2017-11-12,22710.0,57.99,1245.1,917.45,2659.99
2017-11-13,22707.5,56.76,1278.9,879.34,2584.84
2017-11-14,22715.0,55.7,1282.9,880.9,2578.87
2017-11-15,22711.0,55.33,1277.7,882.59,2564.62
2017-11-16,22711.0,55.14,1278.2,892.8,2585.64
2017-11-17,22712.5,56.55,1296.5,890.69,2578.85
2017-11-18,22711.666,56.396667,1289.4333,894.9767,2579.9468
2017-11-19,22710.834,56.243332,1282.3667,899.2633,2581.0432
2017-11-20,22710.0,56.09,1275.3,903.55,2582.14
2017-11-21,22710.0,56.83,1281.7,918.3,2599.03
2017-11-22,22722.5,58.02,1292.2,932.66,2597.08
2017-11-23,22727.5,58.38,1291.66,933.7,2599.75
2017-11-24,22725.0,58.95,1287.3,935.57,2602.42
2017-11-25,22723.334,58.670002,1289.6667,936.5833,2602.0867
2017-11-26,22721.666,58.39,1292.0333,937.5967,2601.7532
2017-11-27,22720.0,58.11,1294.4,938.61,2601.42
2017-11-28,22715.0,57.99,1294.9,941.21,2627.04
2017-11-29,22720.0,57.3,1283.7,952.14,2626.07
2017-11-30,22717.5,57.4,1274.8,949.93,2647.58
2017-12-01,22571.0,53.01,1199.8,686.96,2270.44
2017-12-02,22604.834,53.04333,1225.3334,699.8334,2295.27
2017-12-03,22638.666,53.076668,1250.8667,712.70667,2320.0999
2017-12-04,22672.5,53.11,1276.4,725.58,2344.93
2017-12-05,22691.0,47.84,1227.7,725.37,2390.9
2017-12-06,22692.5,46.08,1267.2,751.09,2429.39
2017-12-07,22727.5,45.49,1219.1,774.17,2443.25
2017-12-08,22726.25,46.86,1273.95,787.055,2469.865
2017-12-09,22725.0,48.23,1328.8,799.94,2496.48
2017-12-10,22720.0,50.6,1294.7,815.87,2550.93
2017-12-11,22716.75,53.87,1267.25,871.56,2607.52
2017-12-12,22713.5,57.14,1239.8,927.25,2664.11
2017-12-13,22713.5,56.6,1246.9,924.4,2662.85
2017-12-14,22715.0,57.04,1255.3,935.85,2652.01
2017-12-15,22712.5,57.3,1255.8,935.16,2675.81
2017-12-16,22713.166,57.253334,1258.4333,942.79333,2680.5933
2017-12-17,22713.834,57.206665,1261.0667,950.42664,2685.3767
2017-12-18,22714.5,57.16,1263.7,958.06,2690.16
2017-12-19,22713.5,57.46,1262.4,951.42,2681.47
2017-12-20,22712.5,58.09,1267.8,953.51,2679.25
2017-12-21,22715.0,58.36,1268.8,946.06,2684.57
2017-12-22,22713.5,58.47,1277.0,952.32,2683.34
2017-12-23,22712.666,58.510002,1277.3,954.31665,2682.6301
2017-12-24,22711.834,58.55,1277.6,956.31335,2681.92
2017-12-25,22711.0,58.59,1277.9,958.31,2681.21
2017-12-26,22702.5,59.97,1285.5,965.93,2680.5
2017-12-27,22710.5,59.64,1288.3,968.46,2682.62
2017-12-28,22710.5,59.84,1297.2,976.72,2687.54
2017-12-29,22710.0,60.42,1309.3,984.24,2673.61
2017-12-30,22710.0,60.36,1309.1,1013.09753,2710.7026
2017-12-31,22710.0,60.3,1308.9,1041.9551,2747.795
2018-01-01,22710.0,60.24,1308.7,1070.8125,2784.8875
2018-01-02,22709.5,65.8,1345.0,1099.67,2821.98
2018-01-03,22750.5,60.99,1305.2,1115.79,2677.67
2018-01-04,22757.0,64.12,1306.0,1074.8167,2666.2349
2018-01-05,22763.5,67.25,1306.8,1033.8434,2654.8
2018-01-06,22797.0,65.81,1297.1,992.87,2734.62
2018-01-07,23044.25,66.735,1258.7,972.82,2773.9902
2018-01-08,23291.5,67.66,1220.3,952.77,2813.36
2018-01-09,23311.25,71.48,1204.8501,982.825,2868.975
2018-01-10,23331.0,75.3,1189.4,1012.88,2924.59
2018-01-11,23346.0,63.69,1238.6,907.96,2740.37
2018-01-12,23186.875,63.886665,1271.5333,946.8375,2747.58
2018-01-13,23027.75,64.08333,1304.4667,985.71497,2754.79
2018-01-14,22868.625,64.28,1337.4,1024.5925,2762.0
2018-01-15,22709.5,64.73,1341.8,1063.47,2769.21
2018-01-16,22710.5,63.73,1337.1,1062.96,2776.42
2018-01-17,22712.5,63.97,1339.2,1034.69,2802.56
2018-01-18,22713.5,63.95,1327.2,1050.25,2798.03
2018-01-19,22712.5,63.37,1333.1,1062.07,2810.3
2018-01-20,22712.0,63.41,1332.7,1070.52,2817.8567
2018-01-21,22711.5,63.45,1332.3,1078.97,2825.4133
2018-01-22,22711.0,63.49,1331.9,1087.42,2832.97
2018-01-23,22710.5,64.47,1336.7,1087.42,2839.13
2018-01-24,22710.5,65.61,1356.3,1095.995,2837.54
2018-01-25,22713.5,65.51,1362.9,1104.57,2839.25
2018-01-26,22710.5,66.14,1352.1,1115.64,2872.87
2018-01-27,22710.666,65.94666,1348.1666,1113.6934,2866.4233
2018-01-28,22710.834,65.753334,1344.2334,1111.7467,2859.9768
2018-01-29,22711.0,65.56,1340.3,1109.8,2853.53
2018-01-30,22710.0,64.5,1337.2,1110.56,2822.43
2018-01-31,22710.0,64.73,1340.4,1110.36,2823.81
2018-02-01,22710.0,60.37,1316.1,995.77,2695.81
2018-02-02,22709.5,65.45,1334.6,1105.04,2762.13
2018-02-03,22761.0,61.25,1323.4,1121.21,2691.25
2018-02-04,22792.5,63.01,1343.9,1196.61,2581.88
2018-02-05,22761.0,67.93,1305.6,1029.08,2635.67
2018-02-06,22857.75,70.935,1273.6499,988.115,2681.19
2018-02-07,22954.5,73.94,1241.7,947.15,2726.71
2018-02-08,23282.5,68.96,1212.9,953.55,2827.22
2018-02-09,23305.0,69.92,1204.9,986.17,2875.325
2018-02-10,23327.5,75.23,1204.2,1018.79,2923.43
2018-02-11,23331.5,63.14,1233.3,924.86,2723.06
2018-02-12,23022.0,61.165,1280.65,992.295,2693.0
2018-02-13,22712.5,59.19,1328.0,1059.73,2662.94
2018-02-14,22707.5,60.6,1355.6,1063.1575,2698.63
2018-02-15,22707.5,61.34,1352.9,1066.585,2731.2
2018-02-16,22707.5,61.68,1353.7,1070.0125,2732.22
2018-02-17,22707.5,61.7,1352.1,1073.44,2728.23
2018-02-18,22707.5,61.72,1350.5,1076.8676,2724.24
2018-02-19,22707.5,62.38,1347.8,1080.295,2720.25
2018-02-20,22695.0,61.9,1328.9,1083.7225,2716.26
2018-02-21,22717.5,61.68,1329.8,1087.15,2701.33
2018-02-22,22722.5,62.77,1330.4,1076.03,2703.96
2018-02-23,22740.5,63.55,1327.9,1102.85,2747.3
2018-02-24,22741.0,63.67,1328.7001,1106.7433,2758.0667
2018-02-25,22741.5,63.79,1329.5,1110.6367,2768.8335
2018-02-26,22742.0,63.91,1330.3,1114.53,2779.6
2018-02-27,22750.5,63.01,1318.6,1119.61,2744.28
2018-02-28,22757.0,61.64,1317.9,1121.54,2713.83
2018-03-01,22708.5,61.63,1318.5,1005.67,2713.06
2018-03-02,22742.334,62.256668,1323.7333,1066.5433,2680.19
2018-03-03,22776.166,62.88333,1328.9667,1127.4167,2647.32
2018-03-04,22810.0,63.51,1334.2,1188.29,2614.45
2018-03-05,22762.5,68.43,1312.7,1026.46,2629.73
2018-03-06,22904.25,71.285,1283.1,966.235,2671.475
2018-03-07,23046.0,74.14,1253.5,906.01,2713.22
2018-03-08,23306.0,68.49,1215.9,959.6,2840.35
2018-03-09,23304.0,70.12,1206.3,990.0,2882.9302
2018-03-10,23342.5,76.41,1200.1,1020.4,2925.51
2018-03-11,23321.75,64.68,1218.5,985.995,2857.94
2018-03-12,23301.0,52.95,1236.9,951.59,2790.37
2018-03-13,22762.5,60.71,1327.1,1133.31,2765.31
2018-03-14,22766.5,60.96,1325.6,1138.09,2749.48
2018-03-15,22767.5,61.19,1317.8,1138.76,2747.33
2018-03-16,22764.5,62.34,1312.3,1150.19,2752.01
2018-03-17,22765.334,62.246666,1314.1334,1153.2,2738.98
2018-03-18,22766.166,62.153336,1315.9667,1156.21,2725.95
2018-03-19,22767.0,62.06,1317.8,1159.22,2712.92
2018-03-20,22774.5,63.4,1311.9,1159.39,2716.94
2018-03-21,22774.0,65.17,1321.5,1169.36,2711.93
2018-03-22,22795.0,64.3,1327.4,1172.36,2643.69
2018-03-23,22803.0,65.88,1349.9,1153.59,2588.26
2018-03-24,22805.666,65.77,1351.6,1159.4667,2611.69
2018-03-25,22808.334,65.66,1353.3,1165.3433,2635.12
2018-03-26,22811.0,65.55,1355.0,1171.22,2658.55
2018-03-27,22815.5,65.25,1342.0,1171.73,2612.62
2018-03-28,22819.0,64.38,1326.9,1172.24,2605.0
2018-03-29,22809.5,64.94,1324.3,1167.03,2640.87
2018-03-30,22794.0,63.963333,1323.4,1174.46,2668.5767
2018-03-31,22752.1,62.986668,1322.5,1097.105,2696.2834
2018-04-01,22710.2,62.01,1321.6,1019.75,2723.99
2018-04-02,22745.299,62.463333,1326.7666,1077.0133,2697.5566
2018-04-03,22780.4,62.916664,1331.9333,1134.2767,2671.1233
2018-04-04,22815.5,63.37,1337.1,1191.54,2644.69
2018-04-05,22768.5,69.72,1314.7,1026.8,2663.42
2018-04-06,22827.0,64.75,1295.1,1013.78,2746.87
2018-04-07,23039.0,74.13,1258.1,914.99,2796.82
2018-04-08,23176.0,72.0,1226.05,945.46497,2846.77
2018-04-09,23313.0,69.87,1194.0,975.94,2896.72
2018-04-10,23350.5,74.33,1198.8,1023.62,2901.61
2018-04-11,23317.25,63.79,1221.05,991.23,2800.835
2018-04-12,23284.0,53.25,1243.3,958.84,2700.06
2018-04-13,22786.5,67.39,1344.7,1157.14,2656.3
2018-04-14,22783.5,67.0,1345.6333,1154.2567,2663.48
2018-04-15,22780.5,66.61,1346.5667,1151.3733,2670.6602
2018-04-16,22777.5,66.22,1347.5,1148.49,2677.84
2018-04-17,22772.5,66.52,1346.3,1153.28,2706.39
2018-04-18,22774.0,68.47,1350.2,1138.53,2708.64
2018-04-19,22779.0,68.29,1345.4,1094.63,2693.13
2018-04-20,22772.0,68.38,1334.9,1119.86,2670.14
2018-04-21,22771.834,68.46667,1330.1333,1105.5,2670.19
2018-04-22,22771.666,68.55333,1325.3667,1091.14,2670.24
2018-04-23,22771.5,68.64,1320.6,1076.78,2670.29
2018-04-24,22769.0,67.7,1329.7,1080.74,2634.56
2018-04-25,22769.0,68.05,1319.5,1062.8,2639.4
2018-04-26,22767.0,68.19,1314.6,1044.86,2666.94
2018-04-27,22763.5,68.1,1323.4,1050.26,2669.91
2018-04-28,22763.5,68.25667,1322.0,1040.8575,2662.6233
2018-04-29,22763.5,68.41333,1320.6,1031.4551,2655.3367
2018-04-30,22763.5,68.57,1319.2,1022.0525,2648.05
2018-05-01,22709.5,61.44,1322.3,1012.65,2743.15
2018-05-02,22707.5,64.15,1333.8,1048.71,2648.94
2018-05-03,22766.5,62.57,1319.9,1093.48,2720.94
2018-05-04,22814.0,63.54,1325.5,1193.17,2662.84
2018-05-05,22821.75,64.53,1312.7,1107.9551,2705.82
2018-05-06,22829.5,65.52,1299.9,1022.74,2748.8
2018-05-07,23041.5,72.94,1258.8,899.4,2736.61
2018-05-08,23177.75,70.83,1227.45,933.92004,2812.605
2018-05-09,23314.0,68.72,1196.1,968.44,2888.6
2018-05-10,23331.5,74.34,1202.8,1008.39,2885.57
2018-05-11,23312.5,63.1,1232.3,925.53,2738.31
2018-05-12,23307.5,52.89,1239.1,957.14,2735.5833
2018-05-13,23037.5,61.925,1278.6499,1012.06,2732.8567
2018-05-14,22767.5,70.96,1318.2,1066.98,2730.13
2018-05-15,22770.5,71.31,1290.3,1073.5,2711.45
2018-05-16,22772.5,71.49,1291.5,1054.62,2722.46
2018-05-17,22775.0,71.49,1289.4,1030.64,2720.13
2018-05-18,22785.5,71.28,1291.3,1040.54,2712.97
2018-05-19,22780.834,71.6,1291.1667,1032.02,2719.65
2018-05-20,22776.166,71.92,1291.0333,1023.5,2726.33
2018-05-21,22771.5,72.24,1290.9,1014.98,2733.01
2018-05-22,22769.5,72.13,1292.0,985.91,2724.44
2018-05-23,22774.0,71.84,1289.6,988.94,2733.29
2018-05-24,22778.0,70.71,1304.4,985.92,2727.76
2018-05-25,22770.0,67.88,1303.7,963.9,2721.33
2018-05-26,22784.834,67.619995,1301.0,953.18335,2713.4626
2018-05-27,22799.666,67.36,1298.3,942.4667,2705.5952
2018-05-28,22814.5,67.05,1297.6,931.75,2697.7275
2018-05-29,22837.5,66.73,1299.0,952.18,2689.86
2018-05-30,22855.0,68.21,1304.5,948.5,2724.01
2018-05-31,22806.0,67.04,1302.6,971.25,2705.27
2018-06-01,22758.0,65.215,1314.75,991.425,2700.205
2018-06-02,22710.0,63.39,1326.9,1011.6,2695.14
2018-06-03,22769.5,62.6,1335.2,1120.29,2728.12
2018-06-04,22802.5,62.06,1333.1,1199.96,2604.47
2018-06-05,22804.25,63.395004,1316.1499,1117.23,2688.4102
2018-06-06,22806.0,64.73,1299.2,1034.5,2772.35
2018-06-07,23036.5,73.8,1255.8,917.51,2759.82
2018-06-08,23307.5,69.01,1210.6,960.23,2850.4
2018-06-09,23314.5,67.77,1199.0,958.19,2878.05
2018-06-10,23320.25,64.99,1212.65,940.12,2816.75
2018-06-11,23326.0,62.21,1226.3,922.05,2755.45
2018-06-12,23333.0,51.49,1239.7,954.82,2695.95
2018-06-13,22812.5,66.64,1299.2,1030.53,2775.63
